G03,,,,,,,,,,,,,,,,,,,,,,,,,,,
T04A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A
T01A,T02A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A
T01A,T02A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T02A,T01A,T02A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A
T01A,T01A,T09A,T09A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T02A,T01A,T01A,T01A,T02A,T02A,T01A,T01A,T01A,T01A,T01A,T01A,T01A
T01A,T01A,T09A,T09A,T09A,T09A,T09A,T09A,T09A,T09A,T09A,T09A,T07A,T09A,T02A,T01A,T01A,T01A,T01A,T01A,T01A,T02A,T09A,T09A,T09A,T01A,T01A,T01A
T01A,T01A,T09A,T09A,T09A,T09A,T09A,T09A,T09A,T09A,T09A,T09A,T07A,T09A,T02A,T01A,T01A,T01A,T01A,T01A,T01A,T02A,T09A,T09A,T09A,T01A,T01A,T01A
T01A,T01A,T09A,T09A,T02A,T02A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T09A,T02A,T01A,T01A,T01A,T01A,T01A,T01A,T02A,T09A,T09A,T09A,T01A,T01A,T01A
T01A,T01A,T02A,T02A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T09A,T02A,T02A,T02A,T02A,T02A,T02A,T02A,T02A,T09A,T09A,T09A,T01A,T01A,T01A
T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T09A,T09A,T09A,T09A,T09A,T09A,T09A,T09A,T09A,T09A,T09A,T09A,T01A,T01A,T01A
T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A
T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A
T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A,T01A
T01A,T01A,T02A,T01A,T02A,T02A,T01A,T01A,T02A,T02A,T01A,T01A,T02A,T02A,T01A,T01A,T02A,T02A,T01A,T01A,T02A,T02A,T01A,T01A,T02A,T02A,T01A,T01A
T01A,T01A,T02A,T01A,T02A,T02A,T01A,T01A,T02A,T02A,T01A,T01A,T02A,T02A,T01A,T01A,T02A,T02A,T01A,T01A,T02A,T02A,T01A,T01A,T02A,T02A,T01A,T01A
-,,,,,,,,,,,,,,,,,,,,,,,,,,,
O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A
O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A
O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A
O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A
O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A
O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A
O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A
O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A,O00A
